所管,組織,,,,,,,,,                        項目,令和2年度要求額(千円),前年度予算額(千円),比較増△減額(千円)
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"28,214","28,241",△ 27
,,,95,016,2,11,1,05,,短時間勤務職員給与,"74,583","103,388","△ 28,805"
,,,95,016,2,15,1,05,,公務災害補償費,"11,550","12,931","△ 1,381"
,,,95,016,2,11,1,05,,退職手当,"854,624","833,158","21,466"
,,,95,089,2,11,1,05,,児童手当,"88,145","90,375","△ 2,230"
,,,95,016,2,12,9,06,,諸謝金,"53,288","55,841","△ 2,553"
,,,95,016,2,12,2,08,,職員旅費,"422,046","401,259","20,787"
,,,95,016,2,12,2,08,,外国留学旅費,"73,943","80,226","△ 6,283"
,,,95,016,2,12,2,08,,赴任旅費,"18,017","14,960","3,057"
,,,95,016,2,12,2,08,,委員等旅費,"24,483","24,147",336
,,,95,016,2,12,3,09,,庁費,"804,565","832,577","△ 28,012"
,,,95,016,2,12,3,09,,情報処理業務庁費,"2,178,970","2,760,395","△ 581,425"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"4,380","4,544",△ 164
,,,95,016,2,12,3,09,,通信専用料,"10,821","10,727",94
,,,95,016,2,12,3,09,,各所修繕,"20,127","20,280",△ 153
,,,95,016,2,12,3,09,,民間資金等活用事業調査費,"24,738","7,057","17,681"
,,,95,016,2,12,3,09,,公共施設等維持管理運営費,"595,192","584,560","10,632"
,,,95,016,2,12,3,09,,官民区分所有施設維持管理運営費,"164,992","165,832",△ 840
,,,95,199,2,13,3,09,,自動車重量税,157,274,△ 117
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"2,222,405","2,277,873","△ 55,468"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"544,667","551,853","△ 7,186"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,552,155,397
,,,95,016,2,72,5,16,,証券監督者国際機構等分担金,"55,723","57,562","△ 1,839"
,,,95,016,2,72,5,16,,監査監督機関国際フォーラム拠出金,"91,847","91,847",0
,,,95,016,2,12,9,17,,交際費,997,997,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,"20,000",120,"19,880"
,,152,,,,,,,金融政策費,,"2,583,184","2,027,258","555,926"
,,,95,016,2,11,1,05,,委員手当,"30,819","35,090","△ 4,271"
,,,95,016,2,11,1,05,,非常勤職員手当,"70,042","65,868","4,174"
,,,95,016,2,12,9,06,,諸謝金,"273,254","269,854","3,400"
,,,50,015,2,12,9,06,,政府開発援助諸謝金,"10,432","10,911",△ 479
,,,95,016,2,95,9,07,,褒賞品費,240,240,0
,,,95,016,2,12,2,08,,金融政策業務旅費,"369,680","360,262","9,418"
,,,95,016,2,12,2,08,,委員等旅費,"23,919","29,583","△ 5,664"
,,,95,016,2,12,2,08,,参考人等旅費,513,811,△ 298
,,,50,015,2,12,2,08,,政府開発援助金融・世界経済首脳会合開催職員旅費,0,"5,356","△ 5,356"
,,,95,016,2,12,3,09,,金融政策業務庁費,"192,235","173,046","19,189"
,,,95,016,2,12,3,09,,情報処理業務庁費,"1,396,447","782,617","613,830"
,,,95,016,2,12,3,09,,捜査費,"13,297","13,259",38
,,,50,015,2,12,3,09,,政府開発援助金融・世界経済首脳会合開催庁費,0,"77,691","△ 77,691"
,,,95,016,2,12,5,14,,国際会計基準事務委託費,"22,656","22,656",0
,,,95,062,2,40,5,16,,自然災害被災者債務整理支援事業費補助金,"23,675","30,559","△ 6,884"
,,,50,015,2,72,5,16,,政府開発援助経済協力開発機構等拠出金,"155,975","149,455","6,520"
,消費者庁,,,,,,,,,,"11,994,368","11,820,201","174,167"
,,161,,,,,,,消費者庁共通費,,"5,042,142","4,883,900","158,242"
,,,95,016,2,11,1,02,,職員基本給,"1,835,329","1,808,453","26,876"
,,,95,016,2,11,1,03,,職員諸手当,"964,363","934,879","29,484"
,,,95,016,2,11,1,04,,超過勤務手当,"337,581","331,239","6,342"
,,,95,016,2,11,1,05,,委員手当,"20,388","16,996","3,392"
,,,95,016,2,11,1,05,,非常勤職員手当,"223,858","184,589","39,269"
,,,95,016,2,11,1,05,,休職者給与,"20,258","14,599","5,659"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"8,568","8,497",71
,,,95,016,2,11,1,05,,退職手当,"194,876","161,705","33,171"
,,,95,089,2,11,1,05,,児童手当,"15,600","15,360",240
,,,95,016,2,12,9,06,,諸謝金,"1,498","1,412",86
,,,95,016,2,12,2,08,,職員旅費,"17,733","18,246",△ 513
,,,95,016,2,12,2,08,,赴任旅費,"6,412","4,468","1,944"
,,,95,016,2,12,2,08,,委員等旅費,"10,363","8,864","1,499"
,,,95,016,2,12,3,09,,庁費,"345,396","324,429","20,967"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"1,759","1,759",0
,,,95,016,2,12,3,09,,情報処理業務庁費,"990,220","1,019,135","△ 28,915"
,,,95,016,2,12,3,09,,土地建物借料,"13,536","10,374","3,162"
,,,95,016,2,12,3,09,,各所修繕,"32,564","17,169","15,395"
,,,95,199,2,13,3,09,,自動車重量税,113,0,113
,,,95,016,2,12,9,17,,交際費,597,597,0
,,,95,016,2,95,9,18,,賠償償還及払戻金,"1,130","1,130",0
,,162,,,,,,,消費者政策費,,"3,831,883","3,891,196","△ 59,313"
,,,95,016,2,11,1,05,,非常勤職員手当,"422,033","425,467","△ 3,434"
,,,95,016,2,12,9,06,,諸謝金,"9,506","13,382","△ 3,876"
,,,95,016,2,12,2,08,,職員旅費,"62,724","67,877","△ 5,153"
,,,95,016,2,12,2,08,,審査活動旅費,"6,698","6,636",62
,,,95,016,2,12,2,08,,委員等旅費,"27,011","34,125","△ 7,114"
,,,95,016,2,12,2,08,,参考人等旅費,122,122,0
,,,95,016,2,12,3,09,,情報処理業務庁費,"232,577","191,528","41,049"
,,,95,016,2,12,3,09,,消費者政策調査費,"778,017","828,020","△ 50,003"
,,,95,016,2,12,3,09,,審査活動費,"9,130","8,963",167
,,,95,016,2,12,5,14,,消費者政策委託費,"260,080","90,896","169,184"
,,,95,016,2,81,5,16,,地方消費者行政強化交付金,"2,000,000","2,200,000","△ 200,000"
,,,95,016,2,72,5,16,,経済協力開発機構拠出金,"23,985","24,180",△ 195
,,163,,,,,,,独立行政法人国民生活センター運営費,,"3,120,343","3,045,105","75,238"
,,,95,191,2,30,5,16,,独立行政法人国民生活センター運営費交付金,"3,120,343","3,045,105","75,238"
総務省,総務本省,,,,,,,,,,"16,733,220,001","16,592,659,156","140,560,845"
,,001,,,,,,,総務本省共通費,,"41,791,659","41,889,667","△ 98,008"
,,,95,016,2,11,1,02,,職員基本給,"13,032,836","12,816,173","216,663"
,,,95,016,2,11,1,03,,職員諸手当,"7,024,416","6,958,189","66,227"
,,,95,016,2,11,1,04,,超過勤務手当,"2,113,074","2,115,272","△ 2,198"
,,,95,016,2,11,1,05,,委員手当,"82,409","79,710","2,699"
,,,95,016,2,11,1,05,,非常勤職員手当,"128,533","123,544","4,989"
,,,95,016,2,11,1,05,,休職者給与,"228,056","295,126","△ 67,070"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"122,587","125,557","△ 2,970"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"401,063","364,387","36,676"
,,,95,016,2,15,1,05,,公務災害補償費,"158,248","123,444","34,804"
,,,95,016,2,11,1,05,,退職手当,"5,325,488","5,447,060","△ 121,572"
,,,95,089,2,11,1,05,,児童手当,"123,840","120,120","3,720"
,,,95,016,2,12,9,06,,諸謝金,"61,168","58,822","2,346"
,,,95,016,2,12,2,08,,職員旅費,"298,419","300,198","△ 1,779"
,,,95,016,2,12,2,08,,外国留学旅費,"79,448","79,817",△ 369
,,,95,016,2,12,2,08,,赴任旅費,"95,927","97,885","△ 1,958"
,,,95,016,2,12,2,08,,委員等旅費,"43,067","40,947","2,120"
,,,95,016,2,12,2,08,,参考人等旅費,134,118,16
,,,95,016,2,12,3,09,,庁費,"3,335,809","3,310,847","24,962"
,,,95,016,2,12,3,09,,校費,"493,164","500,647","△ 7,483"
,,,95,016,2,12,3,09,,国会図書館支部庁費,"13,968","10,505","3,463"
,,,95,016,2,12,3,09,,情報処理業務庁費,"286,827","299,160","△ 12,333"
,,,95,016,2,12,3,09,,無線機器型式検定試験費,"124,887","115,064","9,823"
,,,95,016,2,12,3,09,,通信専用料,"7,463","7,447",16
,,,95,016,2,12,3,09,,建物借料,"6,585","6,656",△ 71
,,,95,016,2,12,3,09,,各所修繕,"136,115","105,031","31,084"
,,,95,199,2,13,3,09,,自動車重量税,572,573,△ 1
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"6,179,514","6,469,961","△ 290,447"
,,,95,016,2,11,5,16,,基礎年金等国家公務員共済組合負担金,"1,833,507","1,863,271","△ 29,764"
,,,95,016,2,11,5,16,,育児休業手当金国家公務員共済組合負担金,"2,066","2,431",△ 365
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"38,166","36,481","1,685"
,,,95,016,2,72,5,16,,国際行政学会等分担金,"9,123","9,640",△ 517
,,,95,016,2,72,5,16,,アジア地域行政会議等分担金,"1,091","1,081",10
,,,95,016,2,12,9,17,,交際費,609,636,△ 27
,,,95,016,2,95,9,18,,賠償償還及払戻金,"3,480","3,867",△ 387
,,002,,,,,,,総務本省施設費,,"1,061,457","537,413","524,044"
,,,95,016,1,20,2,08,,施設施工旅費,114,114,0
,,,95,016,1,20,3,09,,施設施工庁費,"8,233","49,891","△ 41,658"
,,,95,016,1,20,4,15,,施設整備費,"1,053,110","487,408","565,702"
,,004,,,,,,,行政管理実施費,,"114,520","129,945","△ 15,425"
,,,95,016,2,12,9,06,,諸謝金,"1,285","1,911",△ 626
,,,95,016,2,12,2,08,,職員旅費,"2,775","3,656",△ 881
,,,95,016,2,12,2,08,,委員等旅費,"1,151","1,662",△ 511
,,,95,016,2,12,3,09,,庁費,"24,329","28,101","△ 3,772"
,,,95,016,2,12,3,09,,情報処理業務庁費,"71,886","79,714","△ 7,828"
,,,95,016,2,12,3,09,,公共サービス改革調査費,"11,856","13,178","△ 1,322"
,,,95,016,2,12,3,09,,電子計算機等借料,"1,238","1,723",△ 485
,,005,,,,,,,行政評価等実施費,,"242,667","299,438","△ 56,771"
,,,95,016,2,12,9,06,,諸謝金,"2,684","3,268",△ 584
,,,95,016,2,95,9,07,,褒賞品費,"1,741","1,741",0
,,,95,016,2,12,2,08,,職員旅費,"15,905","15,612",293
,,,95,016,2,12,2,08,,委員等旅費,"1,555","1,769",△ 214
,,,95,016,2,12,3,09,,庁費,"65,001","75,970","△ 10,969"
,,,95,016,2,12,3,09,,情報処理業務庁費,"97,341","119,882","△ 22,541"
,,,95,016,2,12,3,09,,行政評価等政策効果調査費,"58,440","81,196","△ 22,756"
,,006,,,,,,,地方行政制度整備費,,"786,263","499,620","286,643"
,,,95,016,2,12,9,06,,諸謝金,"8,133","10,124","△ 1,991"
,,,95,016,2,95,9,07,,褒賞品費,"3,218","3,218",0
,,,95,016,2,12,2,08,,職員旅費,"19,265","18,207","1,058"
,,,95,016,2,12,2,08,,委員等旅費,"9,235","12,626","△ 3,391"
,,,95,016,2,12,3,09,,庁費,"91,244","115,337","△ 24,093"
,,,95,016,2,12,3,09,,地方行政体制整備業務庁費,"655,168","340,108","315,060"
,,007,,,,,,,地域振興費,,"2,522,710","2,993,328","△ 470,618"
,,,95,016,2,12,9,06,,諸謝金,"12,506","9,974","2,532"
,,,95,016,2,12,2,08,,職員旅費,"18,390","18,299",91
,,,95,016,2,12,2,08,,委員等旅費,"16,830","12,944","3,886"
,,,95,016,2,12,2,08,,外国人招へい旅費,432,431,1
,,,95,016,2,12,3,09,,庁費,"87,666","88,373",△ 707
,,,95,016,2,12,3,09,,地方振興対策調査費,"728,608","1,105,606","△ 376,998"
,,,95,016,2,12,3,09,,土地建物借料,"67,078","66,468",610
,,,95,016,2,12,3,09,,招へい外国人滞在費,548,581,△ 33
,,,95,016,2,81,5,16,,地域経済循環創造事業交付金,"900,000","1,000,000","△ 100,000"
,,,95,016,2,81,5,16,,過疎地域等自立活性化推進交付金,"690,652","690,652",0
,,008,,,,,,,地方財政制度整備費,,"51,757","50,607","1,150"
,,,95,016,2,12,9,06,,諸謝金,"6,001","5,637",364
,,,95,016,2,12,2,08,,職員旅費,"6,498","6,089",409
,,,95,016,2,12,2,08,,委員等旅費,"8,139","7,722",417
,,,95,016,2,12,3,09,,庁費,"31,119","31,159",△ 40
,,009,,,,,,,地方交付税交付金,,"15,608,534,600","15,551,003,600","57,531,000"
,,,31,021,2,30,6,22,,交付税及び譲与税配付金特別会計へ繰入,"15,608,534,600","15,551,003,600","57,531,000"
,,010,,,,,,,地方特例交付金,,"200,727,000","434,027,679","△ 233,300,679"
,,,32,021,2,30,6,22,,交付税及び譲与税配付金特別会計へ繰入,"200,727,000","199,082,000","1,645,000"
,,,32,021,2,30,6,22,,子ども・子育て支援臨時交付金交付税及び譲与税配付金特別会計へ繰入,0,"234,945,679","△ 234,945,679"
,,011,,,,,,,地方税制度整備費,,"37,239","55,073","△ 17,834"
,,,95,016,2,12,9,06,,諸謝金,402,402,0
,,,95,016,2,95,9,07,,褒賞品費,772,772,0
,,,95,016,2,12,2,08,,職員旅費,"6,139","5,248",891
,,,95,016,2,12,2,08,,委員等旅費,510,503,7
,,,95,016,2,12,3,09,,庁費,"29,416","48,148","△ 18,732"
,,012,,,,,,,選挙制度等整備費,,"201,722","57,300,509","△ 57,098,787"
,,,95,013,2,11,1,04,,超過勤務手当,0,"17,557","△ 17,557"
,,,95,013,2,11,1,05,,委員手当,135,672,△ 537
,,,95,013,2,12,9,06,,諸謝金,"4,870","4,996",△ 126
,,,95,013,2,95,9,07,,褒賞品費,0,"3,689","△ 3,689"
,,,95,013,2,12,2,08,,職員旅費,"4,509","4,509",0
,,,95,013,2,12,2,08,,委員等旅費,"8,066","8,289",△ 223
,,,95,013,2,12,3,09,,庁費,"86,878","150,527","△ 63,649"
,,,95,013,2,12,3,09,,啓発広報費,"70,633","269,326","△ 198,693"
,,,95,013,2,12,3,09,,情報処理業務庁費,0,"367,636","△ 367,636"
,,,95,013,2,12,3,09,,候補者用無料乗車券購入費,0,"296,434","△ 296,434"
,,,95,013,2,12,3,09,,候補者用無料葉書購入費,0,"1,950,088","△ 1,950,088"
,,,95,013,2,12,3,09,,新聞広告費,0,"1,792,161","△ 1,792,161"
,,,95,013,2,12,3,09,,候補者用自動車使用費,0,"113,756","△ 113,756"
,,,95,013,2,12,3,09,,候補者用通常葉書作成費,0,"89,554","△ 89,554"
,,,95,013,2,12,3,09,,候補者用ビラ作成費,0,"125,550","△ 125,550"
,,,95,013,2,12,3,09,,候補者用選挙事務所立札及看板類作成費,0,"13,141","△ 13,141"
,,,95,013,2,12,3,09,,候補者用自動車等立札及看板類作成費,0,"36,366","△ 36,366"
,,,95,013,2,12,3,09,,候補者用ポスター作成費,0,"221,963","△ 221,963"
,,,95,013,2,12,5,14,,在外選挙人名簿登録事務委託費,"26,631","30,215","△ 3,584"
,,,95,013,2,12,5,14,,参議院議員通常選挙執行委託費,0,"51,537,351","△ 51,537,351"
,,,95,013,2,12,5,14,,参議院議員通常選挙啓発推進委託費,0,"266,729","△ 266,729"
,,013,,,,,,,電子政府・電子自治体推進費,,"418,995,610","76,461,387","342,534,223"
,,,95,016,2,12,9,06,,諸謝金,"7,508","7,508",0
,,,95,016,2,12,2,08,,職員旅費,"16,821","14,273","2,548"
,,,95,016,2,12,2,08,,委員等旅費,"1,564","2,075",△ 511
,,,95,016,2,12,3,09,,情報処理業務庁費,"12,093,397","42,752,143","△ 30,658,746"
,,,95,016,2,12,3,09,,通信専用料,"6,793","449,951","△ 443,158"
,,,95,016,2,12,3,09,,電子計算機等借料,"12,288","124,757","△ 112,469"
,,,95,016,2,12,5,14,,社会保障・税番号制度システム開発等委託費,"8,440,618",0,"8,440,618"
,,,95,016,2,82,5,16,,社会保障・税番号制度システム整備費補助金,"21,354,269","4,611,082","16,743,187"
,,,95,016,2,86,5,16,,個人番号カード交付事業費補助金,"75,559,566","14,999,648","60,559,918"
,,,95,016,2,86,5,16,,個人番号カード交付事務費補助金,"60,985,245","6,114,249","54,870,996"
,,,95,016,2,40,5,16,,マイナポイント事業費補助金,"240,517,541",0,"240,517,541"
,,,95,016,2,86,5,16,,個人番号カード利用環境整備費補助金,0,"7,385,701","△ 7,385,701"
,,014,,,,,,,情報通信技術研究開発推進費,,"7,556,072","6,575,281","980,791"
,,,95,063,2,12,9,06,,諸謝金,"3,892","4,412",△ 520
,,,13,063,2,12,9,06,,情報通信技術研究開発推進謝金,"13,218","13,506",△ 288
,,,95,063,2,12,2,08,,職員旅費,"1,946","2,263",△ 317
,,,13,063,2,12,2,08,,情報通信技術研究開発推進業務旅費,"10,490","9,832",658
,,,95,063,2,12,2,08,,委員等旅費,"2,472","2,432",40
,,,13,063,2,12,2,08,,情報通信技術研究開発推進委員等旅費,"2,471","2,727",△ 256
,,,13,063,2,12,3,09,,情報通信技術研究開発推進業務庁費,"214,659","185,768","28,891"
,,,95,063,2,12,3,09,,情報通信技術研究開発調査費,"193,606","171,887","21,719"
,,,13,063,2,12,5,14,,情報通信技術研究開発推進委託費,"5,126,058","4,108,799","1,017,259"
,,,95,063,2,12,5,14,,情報通信技術研究開発委託費,0,"17,020","△ 17,020"
,,,13,063,2,30,5,16,,医療研究開発推進事業費補助金,"500,000","500,000",0
,,,13,063,2,30,5,16,,情報通信技術研究開発推進事業費補助金,"1,487,260","1,486,726",534
,,,95,063,2,40,5,16,,先進的情報通信技術実用化支援事業費補助金,0,"69,909","△ 69,909"
,,015,,,,,,,国立研究開発法人情報通信研究機構運営費,,"27,940,000","27,096,496","843,504"
,,,13,063,2,30,5,16,,国立研究開発法人情報通信研究機構運営費交付金,"27,940,000","27,096,496","843,504"
,,016,,,,,,,国立研究開発法人情報通信研究機構施設整備費,,"90,200","99,000","△ 8,800"
,,,13,063,1,30,5,16,,国立研究開発法人情報通信研究機構施設整備費補助金,"90,200","99,000","△ 8,800"
,,017,,,,,,,情報通信技術高度利活用推進費,,"4,601,117","5,400,451","△ 799,334"
,,,95,063,2,12,9,06,,諸謝金,"10,165","11,684","△ 1,519"
,,,95,063,2,12,2,08,,職員旅費,"21,000","20,549",451
,,,95,063,2,12,2,08,,委員等旅費,"5,324","8,660","△ 3,336"
,,,95,063,2,12,3,09,,情報処理業務庁費,"453,469","1,312,892","△ 859,423"
,,,95,063,2,12,3,09,,情報通信技術研究開発調査費,"2,902,011","2,786,993","115,018"
,,,95,063,2,12,3,09,,通信専用料,344,400,△ 56
,,,95,063,2,12,3,09,,電子計算機等借料,"51,814","47,601","4,213"
,,,95,063,2,12,5,14,,情報通信技術研究開発委託費,"73,700","158,184","△ 84,484"
,,,95,063,2,82,5,16,,情報通信技術利活用事業費補助金,"538,000","470,922","67,078"
,,,95,063,2,30,5,16,,情報通信利用促進支援事業費補助金,"545,290","582,566","△ 37,276"
,,020,,,,,,,情報通信技術利用環境整備費,,"6,047,289","9,080,993","△ 3,033,704"
,,,95,063,2,12,9,06,,諸謝金,"18,995","18,062",933
,,,95,063,2,12,2,08,,職員旅費,"1,748","2,180",△ 432
,,,95,063,2,12,2,08,,委員等旅費,"4,549","4,386",163
,,,95,063,2,12,3,09,,庁費,"21,461","40,112","△ 18,651"
,,,95,063,2,12,3,09,,情報通信技術研究開発調査費,"887,670","582,192","305,478"
,,,95,063,2,12,5,14,,電気通信利用環境整備推進委託費,"140,146","140,414",△ 268
,,,95,063,1,82,5,16,,放送ネットワーク整備支援事業費補助金,"1,378,720","4,681,498","△ 3,302,778"
,,,95,063,2,40,5,16,,日本放送協会交付金,"3,594,000","3,594,073",△ 73
,,,95,063,2,95,9,20,,無線設備損失補償金,0,"18,076","△ 18,076"
,,021,,,,,,,電波利用料財源電波監視等実施費,,"70,385,955","71,221,650","△ 835,695"
,,,95,063,2,11,1,02,,職員基本給,"160,443","164,509","△ 4,066"
,,,95,063,2,11,1,03,,職員諸手当,"89,192","89,537",△ 345
,,,95,063,2,11,1,04,,超過勤務手当,"33,290","32,982",308
,,,95,063,2,15,1,05,,公務災害補償費,307,316,△ 9
,,,95,063,2,11,1,05,,退職手当,"421,599","606,886","△ 185,287"
,,,95,089,2,11,1,05,,児童手当,"2,550","2,370",180
,,,95,063,2,12,9,06,,諸謝金,"36,062","35,712",350
,,,95,063,2,12,2,08,,電波監視等業務旅費,"57,038","57,030",8
,,,95,063,2,12,2,08,,赴任旅費,"5,856","5,803",53
,,,95,063,2,12,2,08,,委員等旅費,"4,548","3,748",800
,,,95,063,2,20,2,08,,施設施工旅費,"2,810","2,647",163
,,,95,063,2,12,3,09,,庁費,243,217,26
,,,95,063,2,12,3,09,,電波監視等業務庁費,"25,837,182","26,099,872","△ 262,690"
,,,13,063,2,12,3,09,,電波利用技術研究開発等業務庁費,"1,358,903",0,"1,358,903"
,,,95,063,2,12,3,09,,通信専用料,"400,179","370,493","29,686"
,,,95,063,2,12,3,09,,電子計算機等借料,"7,679,092","5,984,242","1,694,850"
,,,95,063,2,12,3,09,,土地建物借料,"235,980","224,007","11,973"
,,,13,063,2,12,5,14,,電波利用技術研究開発等委託費,"16,493,655","14,493,911","1,999,744"
,,,95,063,2,20,4,15,,施設整備費,"2,758,551","3,095,630","△ 337,079"
,,,95,063,2,92,5,16,,無線システム普及支援事業費等補助金,"13,171,759","18,180,672","△ 5,008,913"
,,,13,063,2,30,5,16,,電波利用技術調査費補助金,"332,705","427,140","△ 94,435"
,,,95,063,2,11,5,16,,国家公務員共済組合負担金,"472,338","499,324","△ 26,986"
,,,95,063,2,72,5,16,,政府開発援助国際電気通信連合等分担金,"20,898","20,898",0
,,,95,063,2,72,5,16,,国際電気通信連合分担金,"737,414","757,525","△ 20,111"
,,,95,063,2,72,5,16,,政府開発援助アジア・太平洋電気通信共同体等拠出金,"44,275","36,300","7,975"
