所管,組織,,,,,,,,                             項目,,"令和元年度
成立予算額(千円)",補正要求,,,"改令和元年度
予算額(千円)"
,,021,,,,,,,財務局共通費,,"46,765,169",0,"△ 399,001","△ 399,001","46,366,168"
,,,95,016,2,11,1,02,,職員基本給,"19,778,616",0,"△ 89,516","△ 89,516","19,689,100"
,,,95,016,2,11,1,03,,職員諸手当,"10,184,653",0,"△ 64,409","△ 64,409","10,120,244"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"567,918",0,"△ 36,068","△ 36,068","531,850"
,,,95,089,2,11,1,05,,児童手当,"272,560",0,"△ 14,330","△ 14,330","258,230"
,,,95,029,2,13,5,16,,国有資産所在市町村交付金,"6,537,892",0,"△ 194,678","△ 194,678","6,343,214"
,,,95,016,2,12,9,06,,諸謝金外16目,"9,423,530",0,0,0,"9,423,530"
,,022,,,,,,,財務局施設費,,"262,943",0,0,0,"262,943"
,,023,,,,,,,財務局業務費,,"13,582,829",0,"△ 225,254","△ 225,254","13,357,575"
,,,95,016,2,11,1,05,,委員手当,"3,446",0,△ 84,△ 84,"3,362"
,,,95,016,2,11,1,05,,非常勤職員手当,"2,002,941",0,"△ 141,784","△ 141,784","1,861,157"
,,,95,016,2,95,3,09,,合同宿舎管理費,"2,114,563",0,"△ 83,386","△ 83,386","2,031,177"
,,,95,016,2,12,9,06,,諸謝金外13目,"9,461,879",0,0,0,"9,461,879"
,税関,,,,,,,,,,"106,148,467","1,220,028","△ 303,413","916,615","107,065,082"
,,031,,,,,,,税関共通費,,"72,685,980",0,"△ 233,455","△ 233,455","72,452,525"
,,,95,017,2,11,1,02,,職員基本給,"40,932,570",0,"△ 202,206","△ 202,206","40,730,364"
,,,95,017,2,11,1,05,,短時間勤務職員給与,"782,370",0,"△ 26,913","△ 26,913","755,457"
,,,95,017,2,12,3,09,,土地建物借料,"59,365",0,"△ 4,336","△ 4,336","55,029"
,,,95,017,2,12,9,06,,諸謝金外15目,"30,911,675",0,0,0,"30,911,675"
,,032,,,,,,,税関施設費,,"408,926",0,0,0,"408,926"
,,033,,,,,,,税関業務費,,"32,008,021","1,220,028","△ 56,835","1,163,193","33,171,214"
,,,95,017,2,11,1,05,,委員手当,"1,098",0,△ 158,△ 158,940
,,,95,017,2,12,3,09,,税関業務特別庁費,"22,250,511","1,220,028",0,"1,220,028","23,470,539"
,,,95,017,2,12,3,09,,土地建物借料,"2,411,631",0,"△ 56,677","△ 56,677","2,354,954"
,,,95,017,2,12,9,06,,諸謝金外13目,"7,344,781",0,0,0,"7,344,781"
,,034,,,,,,,船舶建造費,,"1,045,540",0,"△ 13,123","△ 13,123","1,032,417"
,,,95,017,1,20,4,15,,船舶建造費,"1,037,823",0,"△ 13,123","△ 13,123","1,024,700"
,,,95,017,1,20,2,08,,船舶建造旅費外1目,"7,717",0,0,0,"7,717"
,国税庁,,,,,,,,,,"705,915,237","473,448","△ 594,970","△ 121,522","705,793,715"
,,041,,,,,,,国税庁共通費,,"566,224,173",0,"△ 339,628","△ 339,628","565,884,545"
,,,95,017,2,11,1,05,,短時間勤務職員給与,"7,470,617",0,"△ 339,628","△ 339,628","7,130,989"
,,,95,017,2,12,9,06,,諸謝金外29目,"558,753,556",0,0,0,"558,753,556"
,,042,,,,,,,国税庁施設費,,"2,571,607",0,0,0,"2,571,607"
,,043,,,,,,,税務業務費,,"131,300,417",0,"△ 163,724","△ 163,724","131,136,693"
,,,95,017,2,11,1,05,,非常勤職員手当,"60,208",0,"△ 3,556","△ 3,556","56,652"
,,,95,017,2,12,3,09,,通信専用料,"167,210",0,"△ 5,857","△ 5,857","161,353"
,,,95,017,2,12,3,09,,電子計算機等借料,"26,876,992",0,"△ 154,311","△ 154,311","26,722,681"
,,,95,017,2,12,9,06,,諸謝金外16目,"104,196,007",0,0,0,"104,196,007"
,,044,,,,,,,国税不服審判所,,"4,855,927",0,"△ 91,618","△ 91,618","4,764,309"
,,,95,017,2,11,1,02,,職員基本給,"2,946,773",0,"△ 49,691","△ 49,691","2,897,082"
,,,95,017,2,11,1,03,,職員諸手当,"1,561,650",0,"△ 36,920","△ 36,920","1,524,730"
,,,95,017,2,11,1,05,,短時間勤務職員給与,"9,333",0,△ 232,△ 232,"9,101"
,,,95,089,2,11,1,05,,児童手当,"25,370",0,"△ 4,775","△ 4,775","20,595"
,,,95,017,2,12,2,08,,職員旅費外7目,"312,801",0,0,0,"312,801"
,,045,,,,,,,独立行政法人酒類総合研究所運営費,,"963,113","473,448",0,"473,448","1,436,561"
,,,13,062,2,30,5,16,,独立行政法人酒類総合研究所運営費交付金,"963,113","473,448",0,"473,448","1,436,561"
文部科学省,文部科学本省,,,,,,,,,,"5,387,011,984","527,002,340","△ 977,567","526,024,773","5,913,036,757"
,,001,,,,,,,文部科学本省共通費,,"104,593,476",0,"△ 150,343","△ 150,343","104,443,133"
,,,95,016,2,11,1,02,,職員基本給,"8,107,021",0,"△ 31,737","△ 31,737","8,075,284"
,,,95,016,2,11,1,03,,職員諸手当,"4,478,526",0,"△ 26,165","△ 26,165","4,452,361"
,,,95,016,2,11,1,05,,委員手当,"160,323",0,△ 294,△ 294,"160,029"
,,,95,016,2,11,1,05,,非常勤職員手当,"54,568",0,"△ 2,142","△ 2,142","52,426"
,,,95,016,2,11,1,05,,休職者給与,"88,178",0,"△ 9,496","△ 9,496","78,682"
,,,95,016,2,11,1,05,,国際機関等派遣職員給与,"51,817",0,"△ 9,672","△ 9,672","42,145"
,,,95,016,2,11,1,05,,短時間勤務職員給与,"130,167",0,"△ 35,967","△ 35,967","94,200"
,,,95,016,2,15,1,05,,公務災害補償費,"584,366",0,"△ 11,230","△ 11,230","573,136"
,,,95,016,2,11,1,05,,退職手当,"2,689,850",0,"△ 3,674","△ 3,674","2,686,176"
,,,95,089,2,11,1,05,,児童手当,"98,240",0,"△ 5,120","△ 5,120","93,120"
,,,95,016,2,11,5,16,,国家公務員共済組合負担金,"31,005,056",0,"△ 14,846","△ 14,846","30,990,210"
,,,95,016,2,12,9,06,,諸謝金外23目,"57,145,364",0,0,0,"57,145,364"
,,002,,,,,,,文部科学本省施設費,,"93,848","164,917",0,"164,917","258,765"
,,,95,016,1,20,3,09,,施設施工庁費,"15,792","1,984",0,"1,984","17,776"
,,,95,016,1,20,4,15,,施設整備費,"78,056","162,933",0,"162,933","240,989"
,,003,,,,,,,教育政策推進費,,"43,579,011","977,832",0,"977,832","44,556,843"
,,,15,072,2,12,5,14,,教育政策推進事業委託費,"7,618,053","110,500",0,"110,500","7,728,553"
,,,15,071,2,12,5,14,,在外教育施設派遣教員委託費,"6,605,045","32,233",0,"32,233","6,637,278"
,,,15,071,2,71,5,16,,教員免許管理システム開発費補助金,"518,999","669,203",0,"669,203","1,188,202"
,,,15,071,1,92,5,16,,放送大学学園施設整備費補助金,"84,537","161,442",0,"161,442","245,979"
,,,15,074,2,81,5,16,,公立社会教育施設災害復旧都道府県事務費交付金,0,"4,454",0,"4,454","4,454"
,,,15,072,2,12,9,06,,諸謝金外15目,"28,752,377",0,0,0,"28,752,377"
,,009,,,,,,,独立行政法人教職員支援機構運営費,,"1,263,255",0,0,0,"1,263,255"
,,010,,,,,,,独立行政法人教職員支援機構施設整備費,,0,"192,732",0,"192,732","192,732"
,,,95,071,1,30,5,16,,独立行政法人教職員支援機構施設整備費補助金,0,"192,732",0,"192,732","192,732"
,,007,,,,,,,独立行政法人国立青少年教育振興機構運営費,,"8,657,656",0,0,0,"8,657,656"
,,008,,,,,,,独立行政法人国立青少年教育振興機構施設整備費,,0,"857,760",0,"857,760","857,760"
,,,95,072,1,30,5,16,,独立行政法人国立青少年教育振興機構施設整備費補助金,0,"857,760",0,"857,760","857,760"
,,005,,,,,,,独立行政法人国立女性教育会館運営費,,"502,202",0,0,0,"502,202"
,,060,,,,,,,独立行政法人国立女性教育会館施設整備費,,0,"250,000",0,"250,000","250,000"
,,,95,072,1,30,5,16,,独立行政法人国立女性教育会館施設整備費補助金,0,"250,000",0,"250,000","250,000"
,,006,,,,,,,初等中等教育振興費,,"487,536,435","112,766,960",△ 59,"112,766,901","600,303,336"
,,,15,071,2,11,1,05,,非常勤職員手当,"5,712",0,△ 59,△ 59,"5,653"
,,,15,071,2,84,5,16,,へき地児童生徒援助費等補助金,"2,331,741","16,438",0,"16,438","2,348,179"
,,,13,073,2,82,5,16,,公立学校情報機器整備費補助金,0,"97,499,355",0,"97,499,355","97,499,355"
,,,15,071,2,84,5,16,,被災児童生徒就学支援等事業交付金,"594,447","274,986",0,"274,986","869,433"
,,,15,071,1,82,5,16,,認定こども園施設整備交付金,"3,424,449","14,976,181",0,"14,976,181","18,400,630"
,,,15,071,2,12,9,06,,諸謝金外27目,"481,180,086",0,0,0,"481,180,086"
,,011,,,,,,,独立行政法人国立特別支援教育総合研究所運営費,,"1,043,129",0,0,0,"1,043,129"
,,012,,,,,,,独立行政法人国立特別支援教育総合研究所施設整備費,,"40,212","30,000",0,"30,000","70,212"
,,,13,073,1,30,5,16,,独立行政法人国立特別支援教育総合研究所施設整備費補助金,"40,212","30,000",0,"30,000","70,212"
,,013,,,,,,,義務教育費国庫負担金,,"1,520,033,000","7,135,499",0,"7,135,499","1,527,168,499"
,,,11,071,2,81,5,16,,義務教育費国庫負担金,"1,520,033,000","7,135,499",0,"7,135,499","1,527,168,499"
,,014,,,,,,,高等教育振興費,,"40,651,176","6,902,823",0,"6,902,823","47,553,999"
,,,15,071,2,30,5,16,,独立行政法人国立高等専門学校機構設備整備費補助金,0,"2,973,756",0,"2,973,756","2,973,756"
,,,15,071,2,30,5,16,,国立大学法人設備整備費補助金,"2,985,867","3,000,672",0,"3,000,672","5,986,539"
,,,13,073,2,30,5,16,,国立大学法人情報機器整備費補助金,0,"928,395",0,"928,395","928,395"
,,,15,071,2,12,9,06,,諸謝金外18目,"37,665,309",0,0,0,"37,665,309"
,,015,,,,,,,独立行政法人大学改革支援・学位授与機構運営費,,"1,833,569",0,0,0,"1,833,569"
,,017,,,,,,,独立行政法人国立高等専門学校機構運営費,,"62,557,527","9,854",0,"9,854","62,567,381"
,,,15,071,2,30,5,16,,独立行政法人国立高等専門学校機構運営費交付金,"62,557,527","9,854",0,"9,854","62,567,381"
,,020,,,,,,,独立行政法人国立高等専門学校機構施設整備費,,"10,194,537","17,341,094",0,"17,341,094","27,535,631"
,,,15,071,1,30,5,16,,独立行政法人国立高等専門学校機構施設整備費補助金,"10,194,537","17,011,094",0,"17,011,094","27,205,631"
,,,13,073,1,30,5,16,,独立行政法人国立高等専門学校機構情報通信ネットワーク環境施設整備費補助金,0,"330,000",0,"330,000","330,000"
,,021,,,,,,,育英事業費,,"124,403,150",0,"△ 36,614","△ 36,614","124,366,536"
,,,16,071,2,71,5,16,,育英資金利子補給金,"37,123",0,"△ 36,614","△ 36,614",509
,,,16,071,2,71,5,16,,育英資金返還免除等補助金外2目,"124,366,027",0,0,0,"124,366,027"
,,022,,,,,,,私立学校振興費,,"571,943,740","22,124,393","△ 127,044","21,997,349","593,941,089"
,,,15,071,2,11,1,05,,委員手当,"2,090",0,△ 23,△ 23,"2,067"
,,,15,071,2,71,5,16,,私立大学等経常費補助金,"315,659,000","1,321,816",0,"1,321,816","316,980,816"
,,,15,071,2,71,5,16,,私立高等学校等経常費助成費補助金,"99,388,000","199,232",0,"199,232","99,587,232"
,,,15,071,1,92,5,16,,私立学校施設整備費補助金,"15,430,060","5,009,698",0,"5,009,698","20,439,758"
,,,15,071,2,71,5,16,,私立学校施設高度化推進事業費補助金,"1,163,573",0,"△ 127,021","△ 127,021","1,036,552"
,,,15,074,1,92,5,16,,私立学校建物其他災害復旧費補助金,0,"3,731,992",0,"3,731,992","3,731,992"
,,,13,073,2,92,5,16,,私立学校情報機器整備費補助金,0,"3,812,535",0,"3,812,535","3,812,535"
,,,13,073,1,92,5,16,,私立学校情報通信ネットワーク環境施設整備費補助金,0,"8,047,500",0,"8,047,500","8,047,500"
,,,15,074,2,81,5,16,,私立学校施設災害復旧都道府県事務費交付金,0,"1,620",0,"1,620","1,620"
,,,15,071,2,12,9,06,,諸謝金外8目,"140,301,017",0,0,0,"140,301,017"
,,023,,,,,,,科学技術・学術政策推進費,,"7,066,903","1,095,000",△ 505,"1,094,495","8,161,398"
,,,13,073,2,11,1,05,,非常勤職員手当,"71,890",0,△ 51,△ 51,"71,839"
,,,13,073,2,30,5,16,,持続可能開発目標達成支援事業費補助金,0,"1,095,000",0,"1,095,000","1,095,000"
,,,13,073,2,72,5,16,,経済協力開発機構国際機関分担金,"10,613",0,△ 454,△ 454,"10,159"
,,,13,073,2,12,9,06,,諸謝金外17目,"6,984,400",0,0,0,"6,984,400"
,,027,,,,,,,研究振興費,,"304,493,078","73,197,961",△ 413,"73,197,548","377,690,626"
,,,13,073,2,11,1,05,,非常勤職員手当,"63,027",0,△ 413,△ 413,"62,614"
,,,13,073,2,30,5,16,,特定先端大型研究施設運営費等補助金,"36,940,146","14,400,000",0,"14,400,000","51,340,146"
,,,13,073,1,30,5,16,,次世代放射光施設整備費補助金,"952,279","3,797,961",0,"3,797,961","4,750,240"
,,,13,073,2,92,5,16,,先端研究設備整備費補助金,0,"5,000,000",0,"5,000,000","5,000,000"
,,,13,073,2,30,5,16,,創発的研究推進基金補助金,0,"50,000,000",0,"50,000,000","50,000,000"
,,,13,073,2,12,9,06,,諸謝金外19目,"266,537,626",0,0,0,"266,537,626"
,,028,,,,,,,国立大学法人施設整備費,,"112,843,834","24,470,339",0,"24,470,339","137,314,173"
,,,15,071,1,30,5,16,,国立大学法人施設整備費補助金,"96,747,568","17,892,609",0,"17,892,609","114,640,177"
,,,13,073,1,30,5,16,,国立大学法人先端研究等施設整備費補助金,"16,096,266","6,577,730",0,"6,577,730","22,673,996"
,,029,,,,,,,国立大学法人船舶建造費,,"5,671,490","1,500,000",0,"1,500,000","7,171,490"
,,,15,071,1,30,5,16,,国立大学法人船舶建造費補助金,"5,671,490","1,500,000",0,"1,500,000","7,171,490"
,,030,,,,,,,国立大学法人運営費,,"1,097,054,656","446,162",0,"446,162","1,097,500,818"
,,,15,071,2,30,5,16,,国立大学法人運営費交付金,"1,097,054,656","446,162",0,"446,162","1,097,500,818"
,,031,,,,,,,独立行政法人日本学術振興会運営費,,"26,596,439",0,0,0,"26,596,439"
,,032,,,,,,,研究開発推進費,,"133,733,699","8,222,152","△ 7,509","8,214,643","141,948,342"
,,,13,073,2,11,1,05,,非常勤職員手当,"85,250",0,"△ 1,591","△ 1,591","83,659"
,,,13,073,2,12,5,14,,地球観測技術等調査研究委託費,"1,650,872","460,000",0,"460,000","2,110,872"
,,,13,073,2,30,5,16,,地球観測システム研究開発費補助金,"8,711,595","581,251",0,"581,251","9,292,846"
,,,13,073,2,30,5,16,,国際宇宙ステーション開発費補助金,"28,580,038","5,656,193",0,"5,656,193","34,236,231"
,,,63,073,2,30,5,16,,国立研究開発法人日本原子力研究開発機構設備整備費補助金,0,"1,524,708",0,"1,524,708","1,524,708"
,,,13,073,2,72,5,16,,経済協力開発機構国際機関分担金,"85,476",0,"△ 5,918","△ 5,918","79,558"
,,,13,073,2,12,9,06,,諸謝金外30目,"94,620,468",0,0,0,"94,620,468"
,,039,,,,,,,国立研究開発法人物質・材料研究機構運営費,,"13,637,272",0,0,0,"13,637,272"
,,040,,,,,,,国立研究開発法人物質・材料研究機構施設整備費,,"3,837,400","3,693,627",0,"3,693,627","7,531,027"
,,,13,073,1,30,5,16,,国立研究開発法人物質・材料研究機構施設整備費補助金,"3,837,400","3,693,627",0,"3,693,627","7,531,027"
,,041,,,,,,,国立研究開発法人日本医療研究開発機構運営費,,"6,139,034",0,0,0,"6,139,034"
,,033,,,,,,,国立研究開発法人科学技術振興機構運営費,,"100,511,506",0,0,0,"100,511,506"
,,064,,,,,,,国立研究開発法人科学技術振興機構施設整備費,,"1,596,606","246,827",0,"246,827","1,843,433"
,,,13,073,1,30,5,16,,国立研究開発法人科学技術振興機構施設整備費補助金,"1,596,606","246,827",0,"246,827","1,843,433"
,,049,,,,,,,国立研究開発法人理化学研究所運営費,,"53,108,857",0,0,0,"53,108,857"
,,050,,,,,,,国立研究開発法人理化学研究所施設整備費,,"2,593,000","1,869,020",0,"1,869,020","4,462,020"
,,,13,073,1,30,5,16,,国立研究開発法人理化学研究所施設整備費補助金,"2,593,000","1,869,020",0,"1,869,020","4,462,020"
,,042,,,,,,,国立研究開発法人量子科学技術研究開発機構運営費,,"21,583,061",0,0,0,"21,583,061"
,,043,,,,,,,国立研究開発法人量子科学技術研究開発機構施設整備費,,"3,316,766","6,369,232",0,"6,369,232","9,685,998"
,,,13,073,1,30,5,16,,国立研究開発法人量子科学技術研究開発機構施設整備費補助金,"3,316,766","6,369,232",0,"6,369,232","9,685,998"
,,051,,,,,,,国立研究開発法人防災科学技術研究所運営費,,"7,606,551",0,0,0,"7,606,551"
,,052,,,,,,,国立研究開発法人防災科学技術研究所施設整備費,,"1,582,000","1,332,793",0,"1,332,793","2,914,793"
,,,13,073,1,30,5,16,,国立研究開発法人防災科学技術研究所施設整備費補助金,"1,582,000","1,332,793",0,"1,332,793","2,914,793"
,,034,,,,,,,南極地域観測事業費,,"4,756,813",0,"△ 1,481","△ 1,481","4,755,332"
,,,13,073,2,11,1,03,,職員諸手当,"106,441",0,"△ 1,481","△ 1,481","104,960"
,,,13,073,2,12,9,06,,諸謝金外10目,"4,650,372",0,0,0,"4,650,372"
,,044,,,,,,,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,,"108,672,022",0,0,0,"108,672,022"
,,066,,,,,,,電源立地対策費エネルギー対策特別会計へ繰入,,"72,978",0,0,0,"72,978"
,,036,,,,,,,国立研究開発法人海洋研究開発機構運営費,,"32,069,528",0,0,0,"32,069,528"
,,038,,,,,,,国立研究開発法人海洋研究開発機構船舶建造費,,0,"991,640",0,"991,640","991,640"
,,,13,073,1,30,5,16,,国立研究開発法人海洋研究開発機構船舶建造費補助金,0,"991,640",0,"991,640","991,640"
,,047,,,,,,,国立研究開発法人宇宙航空研究開発機構運営費,,"115,922,994","19,337,428",0,"19,337,428","135,260,422"
,,,13,073,2,30,5,16,,国立研究開発法人宇宙航空研究開発機構運営費交付金,"115,922,994","19,337,428",0,"19,337,428","135,260,422"
,,048,,,,,,,国立研究開発法人宇宙航空研究開発機構施設整備費,,"1,376,253","6,677,972",0,"6,677,972","8,054,225"
,,,13,073,1,30,5,16,,国立研究開発法人宇宙航空研究開発機構施設整備費補助金,"1,376,253","6,677,972",0,"6,677,972","8,054,225"
,,045,,,,,,,国立研究開発法人日本原子力研究開発機構運営費,,"36,393,856",0,0,0,"36,393,856"
,,046,,,,,,,国立研究開発法人日本原子力研究開発機構施設整備費,,0,"3,606,008",0,"3,606,008","3,606,008"
,,,63,073,1,30,5,16,,国立研究開発法人日本原子力研究開発機構施設整備費補助金,0,"3,606,008",0,"3,606,008","3,606,008"
,,054,,,,,,,公立文教施設整備費,,"161,385,799","205,155,826",0,"205,155,826","366,541,625"
,,,14,074,1,82,5,16,,公立諸学校建物其他災害復旧費補助金,"21,473","1,170,463",0,"1,170,463","1,191,936"
,,,14,074,1,82,5,16,,公立社会教育施設災害復旧費補助金,0,"10,313,856",0,"10,313,856","10,313,856"
,,,13,073,1,82,5,16,,公立学校情報通信ネットワーク環境施設整備費補助金,0,"119,837,100",0,"119,837,100","119,837,100"
,,,14,074,1,82,5,16,,公立諸学校建物其他災害復旧費負担金,"548,397","11,219,291",0,"11,219,291","11,767,688"
,,,14,071,1,82,5,16,,学校施設環境改善交付金,"125,156,915","62,615,116",0,"62,615,116","187,772,031"
,,,14,071,1,82,5,16,,北方領土隣接地域振興等事業補助率差額外1目,"35,659,014",0,0,0,"35,659,014"
,,057,,,,,,,文化振興費,,"899,500",0,"△ 21,000","△ 21,000","878,500"
,,,26,072,2,71,9,21,,文化功労者年金,"899,500",0,"△ 21,000","△ 21,000","878,500"
,,058,,,,,,,国際交流・協力推進費,,"30,431,478",0,"△ 632,599","△ 632,599","29,798,879"
,,,95,016,2,11,1,05,,委員手当,"4,523",0,△ 93,△ 93,"4,430"
,,,50,016,2,71,9,06,,外国人留学生給与,"5,680,485",0,"△ 245,693","△ 245,693","5,434,792"
,,,50,016,2,71,9,06,,政府開発援助外国人留学生給与,"11,026,827",0,"△ 382,355","△ 382,355","10,644,472"
,,,95,072,2,72,5,16,,日米教育交流計画等分担金,"347,000",0,"△ 4,458","△ 4,458","342,542"
,,,95,016,2,12,9,06,,諸謝金外35目,"13,372,643",0,0,0,"13,372,643"
,,059,,,,,,,独立行政法人日本学生支援機構運営費,,"13,132,688",0,0,0,"13,132,688"
,,063,,,,,,,独立行政法人日本学生支援機構施設整備費,,0,"36,489",0,"36,489","36,489"
,,,16,071,1,92,5,16,,政府開発援助独立行政法人日本学生支援機構施設整備費補助金,0,"36,489",0,"36,489","36,489"
,文部科学本省所轄機関,,,,,,,,,,"4,562,978","245,059","△ 109,618","135,441","4,698,419"
,,071,,,,,,,国立教育政策研究所,,"3,131,715",0,"△ 53,662","△ 53,662","3,078,053"
,,,13,073,2,20,1,02,,職員基本給,"854,185",0,"△ 31,345","△ 31,345","822,840"
,,,13,073,2,20,1,03,,職員諸手当,"504,678",0,"△ 19,443","△ 19,443","485,235"
